freq_GHz_serpentine,Sdd11_dB_serpentine,freq_GHz_zwave,Sdd11_dB_zwave
1.8546,-2.968670159632101,1.5663,-2.2518225577365145
1.856,-2.979781053047188,1.568,-2.262856238327354
1.8574000000000002,-2.990957879436911,1.5697,-2.2739352571125675
1.8588,-3.0022007500349774,1.5714,-2.2850594806032793
1.8602,-3.01350977366337,1.5731,-2.296228769399049
1.8616000000000001,-3.0248850567039947,1.5748,-2.3074429781061427
1.863,-3.0363267030702854,1.5765,-2.3187019552555963
1.8644,-3.0478348141787777,1.5782,-2.330005543221111
1.8658000000000001,-3.059409488920652,1.5799,-2.341353578136813
1.8672,-3.07105082363326,1.5816,-2.352745889814867
1.8686,-3.0827589120716143,1.5833,-2.364182301663042
1.87,-3.0945338453798388,1.585,-2.375662630602144
1.8714,-3.106375712062613,1.5867,-2.387186686983502
1.8728,-3.118284597956591,1.5884,-2.3987542745063752
1.8742,-3.130260586201758,1.5901,-2.410365190135461
1.8756000000000002,-3.1423037572128365,1.5918,-2.4220192240184617
1.877,-3.154414188650559,1.5935,-2.4337161594037924
1.8784,-3.1665919553930486,1.5952,-2.4454557725584505
1.8798000000000001,-3.1788371295070394,1.5969,-2.4572378326861375
1.8812,-3.1911497802191873,1.5986,-2.469062101845647
1.8826,-3.203529973887291,1.6003,-2.480928334869654
1.8840000000000001,-3.2159777739715008,1.602,-2.4928362792838494
1.8854,-3.2284932410055305,1.6037,-2.5047856752266497
1.8868,-3.2410764325678025,1.6054,-2.516776255369434
1.8882,-3.2537274032526127,1.6071,-2.5288077448374544
1.8896000000000002,-3.2664462046412273,1.6088,-2.5408798611315078
1.891,-3.2792328852730006,1.6105,-2.5529923140504613
1.8924,-3.2920874906164315,1.6122,-2.5651448056147608
1.8938000000000001,-3.305010063040208,1.6139000000000001,-2.577337029990994
1.8952,-3.3180006417842165,1.6156,-2.589568673417682
1.8966,-3.331059262930554,1.6173,-2.6018394141324364
1.8980000000000001,-3.3441859593744674,1.619,-2.6141489223005694
1.8994,-3.3573807607952766,1.6207,-2.6264968599453846
1.9008,-3.3706436936273287,1.6224,-2.6388828808802858
1.9022000000000001,-3.3839747810308074,1.6241,-2.6513066306428468
1.9036,-3.3973740428625825,1.6258,-2.6637677464311165
1.905,-3.4108414956470763,1.6275,-2.6762658570422864
1.9064,-3.424377152546931,1.6292,-2.6888005828139416
1.9078000000000002,-3.437981023333838,1.6309,-2.7013715355682026
1.9092,-3.4516531143591718,1.6326,-2.7139783185588935
1.9106,-3.4653934285246706,1.6343,-2.7266205264220496
1.9120000000000001,-3.4792019652530537,1.6360000000000001,-2.7392977451300657
1.9134,-3.4930787204585716,1.6377,-2.7520095519496652
1.9148,-3.5070236865175657,1.6394,-2.7647555154041097
1.9162000000000001,-3.521036852238905,1.6411,-2.777535195239885
1.9176,-3.5351182028344668,1.6428,-2.790348142398175
1.919,-3.5492677198894618,1.6445,-2.8031938989915717
1.9204,-3.563485381332816,1.6461999999999999,-2.816071998286201
1.9218000000000002,-3.577771161407391,1.6479,-2.8289819646898224
1.9232,-3.5921250306402355,1.6496,-2.8419233137461006
1.9246,-3.60654695581273,1.6513,-2.8548955521355768
1.9260000000000002,-3.6210368999306346,1.653,-2.8678981776836237
1.9274,-3.635594822194175,1.6547,-2.880930679375895
1.9288,-3.6502206779679818,1.6564,-2.8939925373815867
1.9302000000000001,-3.6649144187509264,1.6581000000000001,-2.9070832230849546
1.9316,-3.6796759921460103,1.6598,-2.920202199125565
1.933,-3.694505341830043,1.6615,-2.9333489194475844
1.9344000000000001,-3.709402407523324,1.6632,-2.9465228293585985
1.9358,-3.724367124959212,1.6649,-2.959723365598364
1.9372,-3.7393994258536107,1.6666,-2.9729499564178354
1.9386,-3.75449923787437,1.6683,-2.986202021668924
1.94,-3.7696664846106094,1.67,-2.9994789729052713
1.9414,-3.7849010855418994,1.6717,-3.012780213494467
1.9428,-3.8002029560074186,1.6734,-3.0261051387419298
1.9442000000000002,-3.815572007174949,1.6751,-3.039453136026826
1.9456,-3.831008146009782,1.6768,-3.0528235849502035
1.947,-3.846511275243521,1.6785,-3.066215857495588
1.9484000000000001,-3.862081293342821,1.6802000000000001,-3.0796293182021506
1.9498,-3.877718094477891,1.6819,-3.0930633243505885
1.9512,-3.893421568491011,1.6836,-3.1065172261617233
1.9526000000000001,-3.9091916008648586,1.6853,-3.11999036700781
1.9540000000000002,-3.925028072690722,1.687,-3.1334820836364297
1.9554,-3.9409308606365894,1.6887,-3.1469917064068005
1.9568,-3.956899836915106,1.6904,-3.16051855953822
1.9582000000000002,-3.972934869251406,1.6921,-3.1740619613703136
1.9596,-3.9890358208507566,1.6938,-3.18762122463456
1.961,-4.00520255036618,1.6955,-3.201195656736612
1.9624000000000001,-4.021434911865777,1.6972,-3.214784560048698
1.9638,-4.0377327548,1.6989,-3.228387232211328
1.9652,-4.054095923968778,1.7006000000000001,-3.242002966443442
1.9666000000000001,-4.070524259488435,1.7023,-3.2556310518599316
1.968,-4.087017596758489,1.704,-3.2692707737955056
1.9694,-4.103575766428263,1.7057,-3.2829214141335443
1.9708,-4.120198594363363,1.7074,-3.2965822516386876
1.9722,-4.13688590161199,1.7091,-3.310252562291632
1.9736,-4.15363750437102,1.7108,-3.3239316196245525
1.975,-4.170453213951994,1.7125,-3.337618695055513
1.9764000000000002,-4.187332836746898,1.7142,-3.3513130582200708
1.9778,-4.204276174193721,1.7159,-3.3650139772981995
1.9792,-4.221283022741938,1.7176,-3.378720719334618
1.9806000000000001,-4.23835317381769,1.7193,-3.3924325505505366
1.982,-4.255486413788857,1.721,-3.406148736644767
1.9834,-4.272682523929934,1.7227000000000001,-3.4198685430821696
1.9848000000000001,-4.289941280386671,1.7244,-3.4335912353672793
1.9862000000000002,-4.307262454140585,1.7261,-3.4473160793011437
1.9876,-4.324645810973219,1.7278,-3.4610423412192692
1.989,-4.342091111430275,1.7295,-3.474769288208728
1.9904000000000002,-4.359598110785462,1.7312,-3.488496188302469
1.9918,-4.377166559004217,1.7329,-3.502222310649133
1.9932,-4.394796200707204,1.7346,-3.5159469256565807
1.9946000000000002,-4.412486775133627,1.7363,-3.529669305107677
1.996,-4.430238016104278,1.738,-3.543388722246958
1.9974,-4.448049651984491,1.7397,-3.5571044518370485
1.9988000000000001,-4.465921405646803,1.7414,-3.570815770183887
2.0002,-4.483852994433449,1.7431,-3.584521955130065
2.0016000000000003,-4.501844130118675,1.7448000000000001,-3.5982222860159285
2.003,-4.519894518870807,1.7465,-3.61191604360819
2.0044,-4.538003861214138,1.7482,-3.625602509996338
2.0058000000000002,-4.556171851990667,1.7499,-3.6392809684572223
2.0072,-4.5743981803215235,1.7516,-3.652950703288624
2.0086,-4.592682529568323,1.7533,-3.6666109996129608
2.0100000000000002,-4.611024577294232,1.755,-3.680261143152456
2.0114,-4.629423995224932,1.7567,-3.693900419977644
2.0128,-4.64788044920925,1.7584,-3.7075281162311517
2.0142,-4.666393599179812,1.7601,-3.7211435178291863
2.0156,-4.684963099113282,1.7618,-3.7347459101433382
2.017,-4.70358859699063,1.7635,-3.748334577665631
2.0184,-4.722269734757074,1.7652,-3.7619088036598844
2.0198,-4.741006148281907,1.7669000000000001,-3.7754678698028536
2.0212,-4.759797467318171,1.7686,-3.789011055818569
2.0226,-4.778643315462167,1.7703,-3.8025376391096053
2.024,-4.797543310112749,1.772,-3.8160468943890584
2.0254000000000003,-4.81649706243058,1.7737,-3.8295380933170398
2.0268,-4.835504177297121,1.7754,-3.843010504145638
2.0282,-4.854564253273578,1.7771,-3.8564633913761126
2.0296000000000003,-4.873676882559695,1.7788,-3.869896015432222
2.031,-4.892841650952352,1.7805,-3.883307632353314
2.0324,-4.9120581378041965,1.7822,-3.8966974935108105
2.0338000000000003,-4.931325915982044,1.7839,-3.9100648453514557
2.0352,-4.950644551825204,1.7856,-3.9234089291704817
2.0366,-4.9700136051038095,1.7873,-3.9367289809176937
2.0380000000000003,-4.9894326289769655,1.7890000000000001,-3.9500242310390754
2.0394,-5.008901169950865,1.7907,-3.9632939043562887
2.0408,-5.028418767836907,1.7924,-3.9765372199860978
2.0422000000000002,-5.047984955709724,1.7941,-3.989753391301391
2.0436,-5.067599259865142,1.7958,-4.002941625935143
2.045,-5.087261199778257,1.7975,-4.0161011258282215
2.0464,-5.106970288061376,1.7992,-4.02923108732172
2.0478,-5.126726030422038,1.8009,-4.042330701293874
2.0492,-5.146527925621084,1.8026,-4.0553991533415745
2.0506,-5.166375465430732,1.8043,-4.068435624005796
2.052,-5.186268134592704,1.806,-4.081439289040228
2.0534,-5.206205410776493,1.8077,-4.094409319721785
2.0548,-5.226186764537703,1.8094000000000001,-4.1073448832015895
2.0562,-5.246211659276446,1.8111000000000002,-4.120245142894568
2.0576,-5.266279551195959,1.8128,-4.133109258905715
2.059,-5.286389889261373,1.8145,-4.145936388490628
2.0604,-5.3065421151585355,1.8162,-4.158725686547922
2.0618,-5.326735663253231,1.8179,-4.171476306140866
2.0632,-5.346969960550445,1.8195999999999999,-4.184187399045395
2.0646,-5.3672444266539525,1.8213,-4.19685811632171
2.066,-5.387558473726183,1.823,-4.209487608906347
2.0674,-5.407911506448334,1.8247,-4.222075028221851
2.0688,-5.428302921980831,1.8264,-4.234619526800884
2.0702000000000003,-5.448732109924121,1.8281,-4.247120258921825
2.0716,-5.469198452279816,1.8298,-4.259576381252817
2.073,-5.489701323412296,1.8315000000000001,-4.2719870535014
2.0744000000000002,-5.510240090010658,1.8332000000000002,-4.284351439066744
2.0758,-5.530814111051168,1.8349,-4.296668705691929
2.0772,-5.551422737760188,1.8366,-4.308938026113474
2.0786000000000002,-5.5720653135776335,1.8383,-4.321158578705708
2.08,-5.592741174120914,1.84,-4.333329548117635
2.0814,-5.61344964714959,1.8417,-4.3454501259000935
2.0828,-5.634190052530467,1.8434,-4.357519511121194
2.0842,-5.6549617022034635,1.8451,-4.369536910968199
2.0856,-5.675763900148181,1.8468,-4.381501541334149
2.087,-5.69659594235104,1.8485,-4.39341262738777
2.0884,-5.717457116773364,1.8502,-4.405269404125341
2.0898000000000003,-5.738346703320113,1.8519,-4.41707111690333
2.0912,-5.759263973809522,1.8536000000000001,-4.42881702195089
2.0926,-5.780208191943607,1.8553,-4.440506386861357
2.0940000000000003,-5.8011786132795615,1.857,-4.4521384910621435
2.0954,-5.822174485202092,1.8587,-4.46371262626245
2.0968,-5.8431950468968346,1.8604,-4.475228096878544
2.0982000000000003,-5.864239529324711,1.8621,-4.4866842204363095
2.0996,-5.8853071551974,1.8638,-4.498080327950997
2.101,-5.906397138953986,1.8655,-4.509415764284185
2.1024000000000003,-5.927508686738722,1.8672,-4.520689888478121
2.1038,-5.9486409963800195,1.8689,-4.531902074067597
2.1052,-5.96979325737073,1.8706,-4.543051709369732
2.1066000000000003,-5.990964650849745,1.8723,-4.554138197752025
2.108,-6.012154349584921,1.874,-4.565160957879116
2.1094,-6.033361517957442,1.8757000000000001,-4.576119423938806
2.1108000000000002,-6.054585311947685,1.8774,-4.587013045847867
2.1122,-6.075824879122481,1.8791,-4.597841289438276
2.1136,-6.097079358624135,1.8808,-4.60860363662446
2.115,-6.1183478811608545,1.8825,-4.6192995855523
2.1164,-6.139629568999002,1.8842,-4.629928650730454
2.1178,-6.160923535957023,1.8859,-4.640490363144859
2.1192,-6.182228887401142,1.8876,-4.650984270356923
2.1206,-6.203544720242903,1.8893,-4.661409936586311
2.122,-6.22487012293865,1.891,-4.671766942778821
2.1234,-6.246204175490883,1.8927,-4.682054886660261
2.1248,-6.267545949451662,1.8944,-4.692273382776804
2.1262,-6.2888945079281156,1.8961000000000001,-4.702422062522648
2.1276,-6.310248905589964,1.8978000000000002,-4.712500574155554
2.129,-6.331608188679337,1.8995,-4.7225085828009155
2.1304,-6.352971395022782,1.9012,-4.732445770444982
2.1318,-6.374337554045578,1.9029,-4.74231183591781
2.1332,-6.395705686788402,1.9046,-4.7521064948665215
2.1346000000000003,-6.417074805926464,1.9063,-4.761829479719444
2.136,-6.438443915791056,1.908,-4.771480539641555
2.1374,-6.459812012393709,1.9097,-4.781059440481844
2.1388000000000003,-6.481178083452932,1.9114,-4.7905659647129815
2.1402,-6.502541108423584,1.9131,-4.799999911363759
2.1416,-6.523900058529071,1.9148,-4.809361095944729
2.1430000000000002,-6.545253896796214,1.9165,-4.8186493503674175
2.1444,-6.566601578093073,1.9182000000000001,-4.827864522857498
2.1458,-6.587942049169625,1.9199000000000002,-4.83700647786227
2.1472,-6.609274248701461,1.9216,-4.846075095952751
2.1486,-6.630597107336461,1.9233,-4.8550702737207105
2.15,-6.651909547744671,1.925,-4.8639919236709
2.1514,-6.673210484671257,1.9267,-4.872839974108782
2.1528,-6.694498824992676,1.9284,-4.881614369023954
2.1542000000000003,-6.715773467776255,1.9301,-4.8903150679695475
2.1556,-6.737033304342926,1.9318,-4.898942045937775
2.157,-6.758277218333548,1.9335,-4.907495293231816
2.1584000000000003,-6.7795040857785995,1.9352,-4.915974815334283
2.1598,-6.800712775171363,1.9369,-4.9243806327723645
2.1612,-6.8219021475448125,1.9386,-4.9327127809798625
2.1626000000000003,-6.843071056552042,1.9403000000000001,-4.940971310156204
2.164,-6.864218348550379,1.9420000000000002,-4.949156285122658
2.1654,-6.88534286268935,1.9437,-4.957267785175766
2.1668000000000003,-6.906443431002371,1.9454,-4.965305903938219
2.1682,-6.927518878502284,1.9471,-4.973270749207224
2.1696,-6.948568023280913,1.9488,-4.981162442800452
2.1710000000000003,-6.9695896766124665,1.9505,-4.988981120399746
2.1724,-6.990582643061001,1.9522,-4.996726931392581
2.1738,-7.011545720591977,1.9539,-5.004400038711455
2.1752000000000002,-7.032477700687898,1.9556,-5.012000618671195
2.1766,-7.053377368468067,1.9573,-5.019528860804392
2.178,-7.074243502812631,1.959,-5.026984967694884
2.1794000000000002,-7.095074876490795,1.9607,-5.034369154809503
2.1808,-7.115870256293334,1.9624000000000001,-5.041681650328064
2.1822,-7.136628403169456,1.9641,-5.048922694971729
2.1836,-7.157348072367988,1.9658,-5.05609254182973
2.185,-7.17802801358294,1.9675,-5.063191456184662
2.1864,-7.198666971103566,1.9692,-5.070219715336233
2.1878,-7.219263683968796,1.97,-5.073502765191079
2.1892,-7.239816886126162,1.9709,-5.077177608423709
2.1906,-7.260325306595286,1.9726,-5.084065436246971
2.192,-7.280787669635831,1.9743,-5.090883511086401
2.1934,-7.301202694920005,1.976,-5.097632156521495
2.1948,-7.32156909770967,1.9777,-5.104311707248435
2.1962,-7.341885589037993,1.9794,-5.11092250889654
2.1976,-7.362150875895646,1.9811,-5.117464917843799
2.1990000000000003,-7.382363661421708,1.9828000000000001,-5.123939301031432
2.2004,-7.402522645099037,1.9845000000000002,-5.130346035777603
2.2018,-7.4226265229543245,1.9862,-5.136685509590398
2.2032000000000003,-7.442673987762742,1.9879,-5.142958119980021
2.2046,-7.462663729257098,1.9896,-5.149164274270404
2.206,-7.4825944343416975,1.9913,-5.155304389410187
2.2074000000000003,-7.50246478731067,1.993,-5.161378891783247
2.2088,-7.522273470070867,1.9947,-5.167388217018736
2.2102,-7.542019162369341,1.9964,-5.173332809800806
2.2116000000000002,-7.56170054202527,1.9981,-5.179213123677995
2.213,-7.581316285166365,1.9998,-5.185029620872411
2.2144,-7.600865066469749,2.0015,-5.190782772088795
2.2158,-7.620345559407226,2.0032,-5.196473056323443
2.2172,-7.639756436494888,2.0049,-5.202100960673177
2.2186000000000003,-7.659096369547105,2.0066,-5.207666980144351
2.22,-7.678364029934681,2.0083,-5.21317161746202
2.2214,-7.697558088847357,2.01,-5.218615382879293
2.2228000000000003,-7.716677217560353,2.0117000000000003,-5.223998793986997
2.2242,-7.7357200877050225,2.0134,-5.229322375523657
2.2256,-7.7546853715436175,2.0151,-5.2345866591859505
2.2270000000000003,-7.77357174224789,2.0168,-5.23979218343961
2.2284,-7.792377874181612,2.0185,-5.244939493330939
2.2298,-7.8111024431869165,2.0202,-5.250029140298906
2.2312000000000003,-7.829744126874317,2.0219,-5.255061681988006
2.2326,-7.8483016049162835,2.0236,-5.260037682061841
2.234,-7.866773559344457,2.0253,-5.264957710017589
2.2354000000000003,-7.88515867485017,2.027,-5.269822341001323
2.2368,-7.903455639088287,2.0287,-5.274632155624381
2.2382,-7.921663142984347,2.0304,-5.279387739780668
2.2396000000000003,-7.939779881044634,2.0321,-5.2840896844651635
2.241,-7.957804551669298,2.0338000000000003,-5.288738585593534
2.2424,-7.975735857468335,2.0355,-5.293335043822951
2.2438000000000002,-7.993572505580188,2.0372,-5.297879664374241
2.2452,-8.011313207992966,2.0389,-5.302373056855344
2.2466,-8.028956681868127,2.0406,-5.306815835086178
2.248,-8.046501649866382,2.0423,-5.311208616924948
2.2494,-8.063946840475742,2.044,-5.315552024095966
2.2508,-8.081290988341637,2.0457,-5.3198466820190475
2.2522,-8.098532834598748,2.0474,-5.324093219640459
2.2536,-8.115671127204552,2.0491,-5.3282922692655985
2.255,-8.1327046212744,2.0508,-5.332444466393326
2.2564,-8.149632079417866,2.0525,-5.336550449552066
2.2578,-8.166452272076267,2.0542,-5.340610860137684
2.2592,-8.183163977861167,2.0559000000000003,-5.344626342253239
2.2606,-8.19976598389368,2.0576,-5.348597542550564
2.262,-8.216257086144338,2.0593,-5.352525110073813
2.2634000000000003,-8.232636089773443,2.061,-5.356409696104908
2.2648,-8.248901809471537,2.0627,-5.360251954010997
2.2662,-8.265053069800025,2.0644,-5.364052539093955
2.2676000000000003,-8.281088705531536,2.0661,-5.367812108441903
2.269,-8.297007561989894,2.0678,-5.371531320782815
2.2704,-8.312808495389598,2.0695,-5.375210836340246
2.2718000000000003,-8.328490373174427,2.0712,-5.37885131669119
2.2732,-8.344052074355055,2.0729,-5.382453424626106
2.2746,-8.359492489845495,2.0746,-5.386017824011101
2.2760000000000002,-8.374810522798079,2.0763,-5.389545179652362
2.2774,-8.39000508893678,2.0780000000000003,-5.393036157162749
2.2788,-8.405075116888703,2.0797,-5.396491422830686
2.2802000000000002,-8.420019548513478,2.0814,-5.399911643491267
2.2816,-8.434837339230315,2.0831,-5.403297486399676
2.2830000000000004,-8.44952745834259,2.0848,-5.4066496191068225
2.2844,-8.464088889359626,2.0865,-5.409968709337343
2.2858,-8.478520630315538,2.0882,-5.4132554248698295
2.2872000000000003,-8.492821694084858,2.0899,-5.416510433419434
2.2886,-8.506991108694729,2.0916,-5.419734402522758
2.29,-8.521027917633496,2.0933,-5.422927999425033
2.2914000000000003,-8.534931180155391,2.095,-5.426091890969685
2.2928,-8.548699971581128,2.0967000000000002,-5.429226743490157
2.2942,-8.562333383594233,2.0984,-5.43233322270409
2.2956000000000003,-8.575830524532783,2.1001000000000003,-5.435411993609835
2.297,-8.589190519676443,2.1018,-5.438463720385231
2.2984,-8.60241251152852,2.1035,-5.44148906628876
2.2998000000000003,-8.61549566009285,2.1052,-5.444488693562962
2.3012,-8.628439143145282,2.1069,-5.447463263340167
2.3026,-8.641242156499576,2.1086,-5.450413435550524
2.3040000000000003,-8.6539039142675,2.1103,-5.453339868832293
2.3054,-8.6664236491129,2.112,-5.456243220444453
2.3068,-8.678800612499597,2.1137,-5.459124146181482
2.3082000000000003,-8.691034074932858,2.1154,-5.461983300290507
2.3096,-8.70312332619427,2.1171,-5.464821335390569
2.311,-8.715067675569873,2.1188000000000002,-5.467638902394178
2.3124000000000002,-8.726866452071283,2.1205,-5.470436650431041
2.3138,-8.7385190046497,2.1222000000000003,-5.47321522677398
2.3152,-8.750024702402598,2.1239,-5.475975276767012
2.3166,-8.761382934772953,2.1256,-5.478717443755597
2.318,-8.772593111740774,2.1273,-5.481442369018986
2.3194,-8.783654664006898,2.129,-5.48415069170467
2.3208,-8.794567043168804,2.1307,-5.486843048764971
2.3222,-8.805329721888311,2.1324,-5.489520074895622
2.3236,-8.81594219405111,2.1341,-5.492182402476421
2.325,-8.82640397491784,2.1358,-5.49483066151395
2.3264,-8.836714601266754,2.1375,-5.497465479586174
2.3278,-8.846873631527737,2.1391999999999998,-5.500087481789128
2.3292,-8.856880645907632,2.1409000000000002,-5.50269729068546
2.3306,-8.866735246506696,2.1426,-5.505295526254935
2.332,-8.8764370574262,2.1443000000000003,-5.507882805846819
2.3334,-8.885985724866986,2.146,-5.510459744134116
2.3348,-8.895380917218938,2.1477,-5.5130269530696605
2.3362000000000003,-8.904622325141313,2.1494,-5.515585041844001
2.3376,-8.913709661633805,2.1511,-5.5181346168450665
2.339,-8.922642662098394,2.1528,-5.5206762816195765
2.3404000000000003,-8.931421084391788,2.1545,-5.5232106368362235
2.3418,-8.94004470886854,2.1562,-5.525738280250451
2.3432000000000004,-8.948513338414749,2.1579,-5.5282598066710005
2.3446000000000002,-8.95682679847231,2.1596,-5.5307758079280145
2.346,-8.964984937053757,2.1612999999999998,-5.533286872842781
2.3474000000000004,-8.972987624747606,2.1630000000000003,-5.535793587199045
2.3488,-8.980834754714271,2.1647,-5.538296533715872
2.3502,-8.988526242672533,2.1664000000000003,-5.540796292021978
2.3516000000000004,-8.996062026876574,2.1681,-5.543293438631617
2.353,-9.003442068083588,2.1698,-5.545788546921843
2.3544,-9.010666349512073,2.1715,-5.5482821871112495
2.3558000000000003,-9.017734876790735,2.1732,-5.550774926240072
2.3572,-9.024647677898148,2.1749,-5.55326732815164
2.3586,-9.03140480309319,2.1766,-5.555759953475185
2.3600000000000003,-9.038006324836319,2.1783,-5.5582533596099095
2.3614,-9.044452337701747,2.18,-5.560748100710344
2.3628,-9.05074295828066,2.1817,-5.56324472767293
2.3642000000000003,-9.056878325075484,2.1834,-5.565743788123823
2.3656,-9.062858598385349,2.1851000000000003,-5.568245826407821
2.367,-9.068683960182852,2.1868,-5.570751383578493
2.3684000000000003,-9.074354613982216,2.1885,-5.5732609973893465
2.3698,-9.07987078469894,2.1902,-5.575775202286159
2.3712,-9.085232718501146,2.1919,-5.5782945294002895
2.3726000000000003,-9.090440682652648,2.1936,-5.580819506543034
2.374,-9.095494965347962,2.1953,-5.583350658200969
2.3754,-9.10039587553937,2.197,-5.5858885055322265
2.3768000000000002,-9.105143742756173,2.1987,-5.5884335663637525
2.3782,-9.109738916916342,2.2004,-5.590986355189407
2.3796,-9.114181768130656,2.2021,-5.593547383168939
2.3810000000000002,-9.118472686499564,2.2038,-5.59611715812784
2.3824,-9.122612081902883,2.2055,-5.598696184557937
2.3838,-9.12660038378258,2.2072000000000003,-5.601284963618855
2.3852,-9.130438040918722,2.2089,-5.603883993140109
2.3866,-9.134125521198904,2.2106,-5.606493767624059
2.388,-9.137663311381207,2.2123,-5.60911477824942
2.3894,-9.141051916851021,2.214,-5.611747512875528
2.3908,-9.144291861371812,2.2157,-5.614392456047201
2.3922,-9.14738368683011,2.2174,-5.617050089000234
2.3936,-9.1503279529749,2.2191,-5.619720889667436
2.395,-9.153125237151597,2.2208,-5.6224053326852435
2.3964,-9.15577613403088,2.2225,-5.625103889400863
2.3978,-9.158281255332517,2.2242,-5.627817027879916
2.3992,-9.160641229544472,2.2259,-5.630545212914494
2.4006000000000003,-9.162856701637446,2.2276,-5.633288906031759
2.402,-9.164928332775109,2.2293000000000003,-5.63604856550289
2.4034,-9.166856800020252,2.231,-5.638824646352424
2.4048000000000003,-9.168642796037016,2.2327,-5.641617600367997
2.4062,-9.170287028789508,2.2344,-5.644427876110408
2.4076000000000004,-9.171790221236947,2.2361,-5.647255918923979
2.4090000000000003,-9.173153111025607,2.2378,-5.650102170947249
2.4104,-9.174376450177771,2.2395,-5.652967071123877
2.4118000000000004,-9.175461004777898,2.2412,-5.655851055213848
2.4132000000000002,-9.176407554656246,2.2429,-5.658754555804824
2.4146,-9.17721689307016,2.2446,-5.661678002323764
2.4160000000000004,-9.177889826383264,2.2463,-5.66462182104864
2.4174,-9.178427173742715,2.248,-5.667586435120341
2.4188,-9.178829766754829,2.2497,-5.670572264554702
2.4202000000000004,-9.179098449159206,2.2514000000000003,-5.673579726254573
2.4216,-9.179234076501618,2.2531,-5.676609234022046
2.423,-9.179237515805863,2.2548,-5.67966119857066
2.4244000000000003,-9.179109645244754,2.2565,-5.682736027537681
2.4258,-9.178851353810542,2.2582,-5.685834125496357
2.4272,-9.178463540984847,2.2599,-5.6889558939681955
2.4286000000000003,-9.17794711640841,2.2616,-5.692101731435152
2.43,-9.177302999550822,2.2633,-5.695272033351799
2.4314,-9.17653211938038,2.265,-5.6984671921574055
2.4328000000000003,-9.175635414034366,2.2667,-5.701687597287898
2.4342,-9.174613830489822,2.2684,-5.704933635187715
2.4356,-9.173468324235074,2.2701000000000002,-5.708205689321508
2.4370000000000003,-9.172199858942188,2.2718,-5.711504140185667
2.4384,-9.170809406140489,2.2735000000000003,-5.7148293653196935
2.4398,-9.169297944891344,2.2752,-5.718181739317321
2.44,-9.16907220103605,2.2769,-5.721561633837437
2.4412000000000003,-9.167666461464403,2.2786,-5.724969417614752
2.4426,-9.165915949015387,2.2803,-5.728405456470197
2.444,-9.16404740726569,2.282,-5.731870113321012
2.4454000000000002,-9.162061842183826,2.2837,-5.735363748190595
2.4468,-9.159960265669016,2.2854,-5.7388867182179215
2.4482,-9.157743695236888,2.2871,-5.742439377666704
2.4496,-9.155413153707627,2.2888,-5.7460220779341515
2.451,-9.152969668896539,2.2905,-5.749635167559325
2.4524,-9.150414273307284,2.2922000000000002,-5.75327899223111
