freq_GHz,S11_dB_0pct,S11_dB_5pct,S11_dB_10pct,S11_dB_15pct,S11_dB_20pct
1.558,-0.3823946607973888,-0.416277486801496,-0.4486110010974813,-0.4750535669419498,-0.509041205872085
1.56,-0.38384905693664345,-0.41839353662446976,-0.45105474666955647,-0.47783381878745784,-0.5122889836273403
1.562,-0.3853190691486579,-0.4205171740938365,-0.45351088428451636,-0.48062607324587325,-0.5155471047541942
1.564,-0.3868047987880133,-0.4226485863443433,-0.4559796276069643,-0.4834306016360845,-0.5188159373347174
1.566,-0.3883063480138197,-0.42478796179499434,-0.4584611917244527,-0.48624767699982063,-0.5220958513891946
1.568,-0.3898238197971992,-0.42693549013492116,-0.4609557931624442,-0.48907757411862646,-0.5253872188926297
1.57,-0.39135731792877854,-0.42909136230973505,-0.4634636498973527,-0.49192056953047514,-0.5286904137914665
1.572,-0.3929069470263244,-0.43125577050865394,-0.4659849813721026,-0.4947769415486436,-0.5320058120229427
1.574,-0.3944728125424119,-0.4334289081521147,-0.4685200085103089,-0.49764697027874016,-0.5353337915343571
1.576,-0.39605502077220517,-0.43561096987999653,-0.47106895373195834,-0.5005309376390003,-0.5386747323047827
1.578,-0.3976536788612744,-0.437802151540537,-0.47363204096892186,-0.503429127378824,-0.5420290163669202
1.58,-0.3992688948135839,-0.4400026501797659,-0.4762094956808206,-0.5063418251003059,-0.5453970278311161
1.582,-0.4009007774994308,-0.4422126640315985,-0.47880154487124676,-0.5092693182771802,-0.5487791529097662
1.584,-0.40254943666360093,-0.44443239250846656,-0.481408417104387,-0.5122118962780077,-0.5521757799439135
1.586,-0.4042149829335061,-0.44666203619268596,-0.4840303425222672,-0.5151698503869586,-0.5555872994296809
1.588,-0.40589752782748295,-0.4489017968282302,-0.4866675528615372,-0.5181434738274102,-0.5590141040475047
1.59,-0.40759718376310994,-0.4511518773133635,-0.48932028147175316,-0.5211330617838823,-0.5624565886909539
1.592,-0.40931406406568566,-0.4534124816935804,-0.4919887633330053,-0.5241389114271475,-0.5659151504982523
1.594,-0.41104828297671636,-0.4556838151554128,-0.49467323507448696,-0.5271613219377576,-0.5693901888838794
1.596,-0.4127999556625727,-0.45796608402067307,-0.4973739349930183,-0.530200594531491,-0.5728821055713659
1.598,-0.4145691982231485,-0.4602594957412773,-0.5000911030724522,-0.5332570324849775,-0.576391304628523
1.6,-0.4163561277007239,-0.4625642588949003,-0.5028249810030212,-0.5363309411617421,-0.5799181925017596
1.602,-0.41816086208878916,-0.4648805831807672,-0.5055758122009678,-0.5394226280391203,-0.5834631780537648
1.604,-0.41998352034108594,-0.4672086794166016,-0.5083438418293695,-0.5425324027357247,-0.5870266726003752
1.606,-0.42182422238065564,-0.46954875953567177,-0.5111293168178694,-0.5456605770399336,-0.5906090899502947
1.608,-0.42368308910902375,-0.4719010365846193,-0.5139324858845509,-0.548807464938249,-0.5942108464446413
1.61,-0.42556024241546164,-0.4742657247219961,-0.5167535995563385,-0.5519733826442571,-0.5978323609981377
1.612,-0.4274558051863915,-0.47664303921709217,-0.5195929101914261,-0.5551586486296726,-0.6014740551420101
1.614,-0.42936990131481423,-0.4790331964494856,-0.5224506720011624,-0.5583635836539789,-0.6051363530666399
1.616,-0.43130265570990634,-0.48143641390933956,-0.5253271410725955,-0.561588510796104,-0.608819681667106
1.618,-0.43325419430668527,-0.4838529101978144,-0.5282225753910632,-0.56483375548611,-0.6125244705882728
1.62,-0.4352246440757803,-0.4862829050285425,-0.5311372348639805,-0.5680996455381268,-0.6162511522721921
1.6219999999999999,-0.4372141330332986,-0.48872661922928545,-0.5340713813437646,-0.5713865111828343,-0.6200001620054237
1.624,-0.43922279025085453,-0.4911842747443618,-0.5370252786527453,-0.5746946851022134,-0.6237719379691478
1.626,-0.44125074586559593,-0.49365609463753934,-0.5399991926072748,-0.5780245024630077,-0.6275669212889659
1.6280000000000001,-0.44329813109044647,-0.4961423030954315,-0.5429933910421103,-0.5813763009525711,-0.6313855560860883
1.63,-0.4453650782244023,-0.4986431254315712,-0.5460081438368887,-0.58475042081461,-0.6352282895305994
1.6320000000000001,-0.4474517206629167,-0.5011587880909354,-0.5490437229400394,-0.5881472048851175,-0.63909557189482
1.634,-0.4495581929084833,-0.5036895186549418,-0.5521004023969542,-0.5915669986299943,-0.6429878566079461
1.6360000000000001,-0.45168463058121033,-0.5062355458471003,-0.5551784583751376,-0.5950101501828047,-0.6469056003126914
1.638,-0.45383117042963267,-0.5087970995391913,-0.5582781691913343,-0.5984770103832496,-0.6508492629217922
1.6400000000000001,-0.4559979503415502,-0.5113744107578628,-0.5613998153393184,-0.6019679328160451,-0.6548193076769317
1.642,-0.45818510935500095,-0.5139677116916919,-0.5645436795174343,-0.6054832738508983,-0.6588162012079659
1.6440000000000001,-0.46039278766937425,-0.516577235699138,-0.5677100466570176,-0.6090233926836421,-0.6628404135932208
1.646,-0.4626211266566521,-0.5192032173164703,-0.5708992039509008,-0.6125886513768196,-0.6668924184218863
1.648,-0.46487026887272637,-0.5218458922666636,-0.5741114408825583,-0.6161794149016162,-0.6709726928570281
1.65,-0.4671403580688772,-0.5245054974685033,-0.5773470492560323,-0.6197960511810294,-0.6750817176990014
1.652,-0.4694315392033422,-0.5271822710462819,-0.5806063232254038,-0.6234389311333655,-0.6792199774516439
1.654,-0.47174395845303874,-0.5298764523401613,-0.5838895593257397,-0.6271084287152695,-0.683387960388242
1.656,-0.4740777632254115,-0.5325882819166765,-0.5871970565036756,-0.6308049209680002,-0.6875861586197652
1.658,-0.4764331021703948,-0.5353180015799934,-0.5905291161494048,-0.6345287880621951,-0.6918150681634481
1.66,-0.4788101251924884,-0.5380658543836634,-0.5938860421279988,-0.6382804133443541,-0.6960751890130134
1.662,-0.4812089834630109,-0.5408320846427229,-0.5972681408116074,-0.6420601833841945,-0.7003670252102007
1.664,-0.48362982943243404,-0.5436169379462481,-0.6006757211135306,-0.6458684880223111,-0.7046910849174006
1.666,-0.4860728168429076,-0.5464206611706123,-0.6041090945200399,-0.6497057204186789,-0.7090478804910499
1.668,-0.48853810074083104,-0.5492435024929473,-0.6075685751250127,-0.6535722771023479,-0.7134379285577561
1.67,-0.4910258374897001,-0.5520857114052977,-0.611054479664253,-0.6574685580215831,-0.7178617500895621
1.672,-0.4935361847829218,-0.5549475387290411,-0.6145671275498283,-0.6613949665948272,-0.7223198704822059
1.674,-0.49606930165692503,-0.5578292366299504,-0.6181068409062316,-0.6653519097622878,-0.7268128196342344
1.676,-0.4986253485043071,-0.5607310586335161,-0.6216739446052661,-0.6693397980390104,-0.7313411320266308
1.678,-0.5012044870871807,-0.5636532596410407,-0.6252687663032253,-0.6733590455676624,-0.735905346805154
1.68,-0.5038068805506459,-0.5665960959457871,-0.6288916364770641,-0.6774100701736375,-0.7405060078624426
1.682,-0.506432693436407,-0.5695598252498693,-0.6325428884624638,-0.681493293419057,-0.7451436639228852
1.684,-0.5090820916965517,-0.5725447066815172,-0.6362228584914732,-0.685609140659897,-0.7498188686277643
1.686,-0.5117552427074399,-0.5755510008127256,-0.6399318857307107,-0.6897580411019045,-0.7545321806223482
1.688,-0.51445231528383,-0.578578969677455,-0.6436703123211829,-0.6939404278585494,-0.7592841636444285
1.69,-0.5171734796930638,-0.5816288767901203,-0.6474384834170482,-0.698156738009728,-0.7640753866137028
1.692,-0.5199189076694711,-0.5847009871647226,-0.6512367472264184,-0.7024074126611959,-0.7689064237230123
1.694,-0.5226887724288783,-0.5877955673342156,-0.6550654550513763,-0.7066928970040314,-0.7737778545312836
1.696,-0.5254832486833563,-0.5909128853704313,-0.6589249613303774,-0.7110136403775204,-0.7786902640567644
1.698,-0.5283025126560283,-0.5940532109044169,-0.6628156236789933,-0.7153700963297627,-0.7836442428736166
1.7,-0.5311467420961531,-0.5972168151471912,-0.6667378029329565,-0.7197627226817532,-0.7886403872078236
1.702,-0.5340161162942699,-0.6004039709108896,-0.6706918631912966,-0.7241919815908877,-0.7936792990363541
1.704,-0.5369108160975476,-0.603614952630429,-0.6746781718598317,-0.7286583396162338,-0.7987615861869284
1.706,-0.5398310239253608,-0.6068500363855424,-0.6786970996953613,-0.7331622677842471,-0.8038878624394943
1.708,-0.5427769237849744,-0.6101094999232448,-0.6827490208508387,-0.7377042416562298,-0.8090587476296998
1.71,-0.5457487012873444,-0.6133936226806871,-0.6868343129207739,-0.7422847413956188,-0.814274867753205
1.712,-0.5487465436632789,-0.6167026858085349,-0.6909533569875097,-0.7469042518373417,-0.819536855072125
1.714,-0.5517706397795648,-0.6200369721946817,-0.6951065376675808,-0.7515632625575163,-0.8248453482230782
1.716,-0.5548211801554397,-0.623396766488387,-0.6992942431596537,-0.7562622679452264,-0.8302009923266517
1.718,-0.5578983569791128,-0.6267823551248948,-0.7035168652929034,-0.7610017672733262,-0.8356044390988969
1.72,-0.561002364124616,-0.630194026350418,-0.707774799574889,-0.765782264772634,-0.841056346963861
1.722,-0.5641333971686625,-0.6336320702475942,-0.7120684452417848,-0.7706042697054829,-0.8465573811688829
1.724,-0.567291653407868,-0.6370967787612742,-0.7163982053081164,-0.775468296441293,-0.8521082139006046
1.726,-0.5704773318760683,-0.6405884457248332,-0.7207644866181155,-0.7803748645330971,-0.8577095244031486
1.728,-0.5736906333618024,-0.6441073668868451,-0.7251676998962802,-0.7853244987949459,-0.863361999098876
1.73,-0.5769317604261022,-0.647653839938162,-0.7296082598010213,-0.7903177293800207,-0.8690663317090572
1.732,-0.5802009174203666,-0.6512281645394924,-0.7340865849763522,-0.7953550918614933,-0.8748232233787685
1.734,-0.5834983105044743,-0.6548306423493001,-0.738603098106164,-0.8004371273128021,-0.8806333828017816
1.736,-0.5868241476651601,-0.658461577052184,-0.7431582259689307,-0.8055643823899186,-0.8864975263484229
1.738,-0.5901786387344922,-0.6621212743876786,-0.7477523994922031,-0.810737409414771,-0.8924163781948357
1.74,-0.5935619954086123,-0.6658100421794595,-0.7523860538094136,-0.8159567664601755,-0.8983906704546423
1.742,-0.5969744312666985,-0.6695281903650129,-0.7570596283157076,-0.8212230174351853,-0.9044211433123239
1.744,-0.6004161617901173,-0.6732760310255986,-0.761773566726317,-0.8265367321722082,-0.9105085451584434
1.746,-0.6038874043817946,-0.6770538784168655,-0.7665283171341803,-0.831898486516071,-0.9166536327279398
1.748,-0.6073883783857782,-0.6808620489996693,-0.7713243320694703,-0.8373088624128139,-0.9228571712388185
1.75,-0.6109193051070877,-0.6847008614714682,-0.7761620685592313,-0.8427684480012394,-0.9291199345349801
1.752,-0.6144804078317259,-0.6885706367980633,-0.7810419881884733,-0.8482778377050855,-0.9354427052294105
1.754,-0.6180719118469188,-0.6924716982458451,-0.7859645571611851,-0.853837632326689,-0.9418262748509608
1.756,-0.6216940444616321,-0.6964043714143606,-0.7909302463636653,-0.859448439142207,-0.948271443992172
1.758,-0.6253470350272871,-0.7003689842695024,-0.7959395314266424,-0.8651108719976666,-0.9547790224607737
1.76,-0.6290311149586563,-0.704365867176885,-0.8009928927904815,-0.8708255514073188,-0.9613498294322237
1.762,-0.6327465177551352,-0.7083953529359087,-0.8060908157695922,-0.876593104652682,-0.967984693605096
1.764,-0.6364934790220926,-0.7124577768141052,-0.8112337906186019,-0.8824141658834762,-0.9746844533591886
1.766,-0.640272236492569,-0.7165534765819791,-0.8164223125991232,-0.8882893762194288,-0.9814499569157116
1.768,-0.6440830300492022,-0.7206827925483038,-0.8216568820477249,-0.8942193838545992,-0.988282062499491
1.77,-0.6479261017463853,-0.7248460675958683,-0.8269380044441356,-0.9002048441626165,-0.9951816385053324
1.772,-0.6518016958326449,-0.7290436472176527,-0.8322661904816284,-0.9062464198030163,-1.0021495636646276
1.774,-0.6557100587733338,-0.7332758795534893,-0.8376419561368573,-0.912344780830025,-1.0091867272164092
1.776,-0.6596514392735895,-0.7375431154271679,-0.8430658227421,-0.9185006048025712,-1.0162940290805687
1.778,-0.663626088301458,-0.741845708384007,-0.8485383170572948,-0.9247145768960708,-1.0234723800331766
1.78,-0.6676342591113672,-0.7461840147288938,-0.8540599713439133,-0.9309873900150998,-1.030722701885122
1.782,-0.6716762072678593,-0.7505583935647846,-0.8596313234396455,-0.9373197449090713,-1.0380459276637943
1.784,-0.6757521906695797,-0.7549692068316937,-0.865252916833595,-0.9437123502886191,-1.0454430017967125
1.786,-0.6798624695735025,-0.759416819346145,-0.8709253007434009,-0.9501659229438237,-1.0529148802989432
1.788,-0.6840073066194835,-0.7639015988411475,-0.8766490301926699,-0.9566811878645549,-1.0604625309627744
1.79,-0.6881869668551212,-0.7684239160065478,-0.8824246660901264,-0.9632588783624427,-1.0680869335509404
1.792,-0.69240171776077,-0.7729841445300432,-0.888252775308868,-0.9698997361946389,-1.07578907999234
1.794,-0.6966518292750143,-0.777582661138505,-0.8941339307680669,-0.9766045116891077,-1.0835699745815193
1.796,-0.7009375738203111,-0.782219845639967,-0.9000687115147901,-0.9833739638724959,-1.0914306341804905
1.798,-0.7052592263289658,-0.7868960809659648,-0.9060577028071659,-0.990208860599129,-1.0993720884244116
1.8,-0.7096170642694083,-0.7916117532145219,-0.9121014961990253,-0.9971099786826993,-1.1073953799303557
1.802,-0.714011367672752,-0.7963672516935615,-0.9182006896254115,-1.0040781040292777,-1.115501564509205
1.804,-0.7184424191597111,-0.8011629689648464,-0.9243558874892982,-1.011114031772268,-1.123691711381043
1.806,-0.7229105039677753,-0.8059993008884968,-0.9305677007497368,-1.0182185664105474,-1.131966903393848
1.808,-0.7274159099786547,-0.8108766466679669,-0.9368367470109449,-1.0253925219466689,-1.1403282372464894
1.81,-0.7319589277462208,-0.8157954088956094,-0.943163650613041,-1.0326367220292612,-1.148776823713723
1.812,-0.736539850524524,-0.8207559935987505,-0.9495490427233794,-1.0399520000960685,-1.1573137878761746
1.814,-0.7411589742963341,-0.8257588102863324,-0.9559935614298686,-1.0473391995197991,-1.1659402693536847
1.816,-0.7458165978019083,-0.8308042719960901,-0.9624978518352613,-1.0547991737559697,-1.1746574225418138
1.818,-0.7505130225681329,-0.8358927953422866,-0.9690625661526244,-1.0623327864930125,-1.1834664168531186
1.82,-0.7552485529379707,-0.841024800564045,-0.975688363802682,-1.0699409118047707,-1.1923684369613834
1.822,-0.7600234961002743,-0.8462007115742203,-0.9823759115117277,-1.077624434305442,-1.2013646830505258
1.824,-0.7648381621199569,-0.8514209560088347,-0.9891258834115585,-1.0853842493058745,-1.2104563710672114
1.826,-0.7696928639684733,-0.8566859652771532,-0.9959389611408025,-1.0932212629739082,-1.2196447329773739
1.828,-0.7745879175546753,-0.8619961746123037,-1.0028158339469864,-1.101136392495647,-1.228931017027503
1.83,-0.7795236417560464,-0.8673520231225039,-1.0097571987910468,-1.1091305662398872,-1.2383164880096946
1.832,-0.7845003584502699,-0.8727539538429181,-1.0167637604524578,-1.1172047239250251,-1.247802427531104
1.834,-0.7895183925471725,-0.8782024137880918,-1.0238362316362966,-1.1253598167884218,-1.2573901342879712
1.836,-0.7945780720210547,-0.8836978540050361,-1.030975333081809,-1.1335968077582137,-1.2670809243440229
1.838,-0.7996797279433834,-0.8892407296269255,-1.0381817936720907,-1.1419166716280293,-1.2768761314135553
1.84,-0.8048236945158611,-0.8948314999274355,-1.045456350546037,-1.1503203952341452,-1.2867771071488647
1.842,-0.8100103091039291,-0.90047062837573,-1.052799749211228,-1.1588089776354868,-1.2967852214331812
1.844,-0.8152399122705539,-0.9061585826920825,-1.0602127436587256,-1.1673834302964237,-1.3069018626772246
1.846,-0.8205128478105783,-0.9118958349041905,-1.0676960964795588,-1.1760447772721254,-1.317128438121936
1.848,-0.8258294627852804,-0.9176828614041231,-1.0752505789825115,-1.1847940553971235,-1.3274663741454564
1.85,-0.8311901075575041,-0.9235201430059657,-1.082876971314216,-1.1936323144765535,-1.33791711657535
1.8519999999999999,-0.8365951358271142,-0.9294081650041575,-1.0905760625800953,-1.202560617480484,-1.3484821310063153
1.854,-0.8420449046668789,-0.9353474172325031,-1.0983486509679676,-1.2115800407411035,-1.3591629031227224
1.8559999999999999,-0.8475397745588,-0.9413383941239106,-1.10619554387271,-1.2206916741530054,-1.3699609390271963
1.858,-0.8530801094308433,-0.9473815947708277,-1.114117558022983,-1.2298966213767637,-1.380877765573921
1.8599999999999999,-0.8586662766941133,-0.9534775229864032,-1.1221155196098147,-1.2391960000454048,-1.3919149307082537
1.862,-0.8642986472804941,-0.9596266873663993,-1.1301902644169883,-1.2485909419743138,-1.4030740038117706
1.8639999999999999,-0.8699775956806615,-0.9658296013518164,-1.1383426379531936,-1.2580825933741833,-1.4143565760529284
1.866,-0.8757034999826454,-0.9720867832923036,-1.14657349558625,-1.2676721150676689,-1.4257642607440124
1.8679999999999999,-0.8814767419107451,-0.9783987565102953,-1.1548837026791015,-1.2773606827090422,-1.4372986937040606
1.87,-0.8872977068650035,-0.9847660493659703,-1.1632741347279787,-1.2871494870073594,-1.4489615336278405
1.8719999999999999,-0.8931667839610511,-0.9911891953229301,-1.1717456775023196,-1.2970397339534583,-1.460754462461079
1.874,-0.8990843660705297,-0.9976687330147488,-1.1802992271869144,-1.3070326450501144,-1.472679185782263
1.876,-0.9050508498618957,-1.0042052063122546,-1.1889356905259563,-1.3171294575461248,-1.4847374331910024
1.8780000000000001,-0.9110666358417797,-1.01079916439168,-1.1976559849693764,-1.327331424673838,-1.4969309587028303
1.88,-0.9171321283967893,-1.0174511618036144,-1.206461038821028,-1.3376398158907343,-1.509261541150978
1.8820000000000001,-0.923247735835868,-1.0241617585428107,-1.2153517913893244,-1.3480559171246322,-1.5217309845950457
1.884,-0.9294138704330897,-1.030931520118839,-1.224329193139857,-1.3585810310226774,-1.5343411187367184
1.8860000000000001,-0.9356309484710174,-1.0377610176275869,-1.2333942058503706,-1.3692164772047968,-1.5470937993427665
1.888,-0.9418993902845806,-1.0446508278236695,-1.2425478027679373,-1.3799635925205609,-1.5599909086752295
1.8900000000000001,-0.9482196203054074,-1.051601533193702,-1.2517909687684337,-1.3908237313106038,-1.57303435592923
1.892,-0.9545920671068118,-1.0586137220304712,-1.2611247005184434,-1.401798265672052,-1.586226077678574
1.8940000000000001,-0.9610171634491862,-1.0656879885080455,-1.2705500066394062,-1.4128885857282496,-1.599568038328836
1.896,-0.967495346326039,-1.072824932757785,-1.2800679078742982,-1.4240960999028143,-1.613062230578578
1.8980000000000001,-0.9740270570105297,-1.0800251609453084,-1.2896794372567275,-1.435422235198114,-1.6267106758889014
1.9,-0.9806127411025962,-1.087289285348398,-1.2993856402825212,-1.446868437478278,-1.6405154249609426
1.9020000000000001,-0.9872528485766514,-1.0946179244358927,-1.309187575083865,-1.4584361717567709,-1.6544785582220654
1.904,-0.9939478338297749,-1.1020117029475476,-1.3190863126060268,-1.4701269224885798,-1.6686021863206606
1.9060000000000001,-1.0006981557306458,-1.1094712519748806,-1.3290829367867099,-1.481942193867289,-1.682888450629756
1.908,-1.007504277668886,-1.1169972090430733,-1.33917854473806,-1.4938835101269161,-1.697339523759653
1.9100000000000001,-1.014366667605173,-1.1245902181938257,-1.3493742469314143,-1.5059524158485873,-1.7119576100798863
1.912,-1.021285798121758,-1.1322509300693122,-1.359671167384783,-1.518150476272517,-1.72674494625032
1.9140000000000001,-1.028262146473853,-1.1399800019971744,-1.3700704438531792,-1.530479277614836,-1.741703801762163
1.916,-1.0352961946413837,-1.1477780980765593,-1.3805732280217433,-1.5429404273898237,-1.7568364794886366
1.918,-1.0423884293815886,-1.1556458892652934,-1.3911806857018547,-1.5555355547373875,-1.7721453162457346
1.92,-1.049539342282038,-1.1635840534681143,-1.4018939970301145,-1.5682663107559547,-1.7876326833631544
1.922,-1.0567494298145503,-1.1715932756260425,-1.4127143566704072,-1.5811343688410098,-1.803300987265899
1.924,-1.0640191933895453,-1.1796742478068811,-1.423642974018977,-1.594141425029136,-1.819152670066326
1.926,-1.0713491394111836,-1.187827669296889,-1.4346810734126383,-1.6072891983479023,-1.8351902101674755
1.928,-1.07873977933317,-1.1960542466935877,-1.4458298943400971,-1.620579431171606,-1.8514161228773105
1.93,-1.086191629715166,-1.2043546939997902,-1.4570906916566315,-1.6340138895829597,-1.8678329610345898
1.932,-1.0937052122799955,-1.2127297327188256,-1.4684647358018708,-1.6475943637409274,-1.8844433156464628
1.934,-1.1012810539714886,-1.22118009195096,-1.4799533130210785,-1.6613226682547677,-1.9012498165379752
1.936,-1.1089196870130364,-1.2297065084911134,-1.4915577255897072,-1.6752006425644517,-1.9182551330139173
1.938,-1.1166216489668885,-1.2383097269277934,-1.503279292041482,-1.6892301513275256,-1.9354619745332515
1.94,-1.1243874827942126,-1.246990499743323,-1.5151193473999531,-1.7034130848126363,-1.952873091396338
1.942,-1.132217736915784,-1.2557495874153857,-1.5270792434137672,-1.717751359299772,-1.9704912754454198
1.944,-1.1401129652735678,-1.2645877585198504,-1.5391603487953271,-1.7322469174874362,-1.9883193607785121
1.946,-1.148073727392946,-1.2735057898349946,-1.551364049463511,-1.74690172890682,-2.006360224477191
1.948,-1.156100588445791,-1.282504466447025,-1.5636917487898074,-1.7617177903431922,-2.024616787348488
1.95,-1.16419411931428,-1.291584581857035,-1.576144867848678,-1.7766971262646092,-2.0430920146813
1.952,-1.172354896655506,-1.300746938089343,-1.5887248456714733,-1.7918417892581682,-2.0617889170177133
1.954,-1.1805835029669423,-1.3099923458012515,-1.601433139504732,-1.8071538604738189,-2.080710550939526
1.956,-1.1888805266526172,-1.319321624394253,-1.6142712250722246,-1.8226354500761426,-2.0998600198704125
1.958,-1.1972465620902626,-1.328735602126741,-1.627240596841327,-1.8382886977039947,-2.1192404748941716
1.96,-1.205682209699134,-1.3382351162281594,-1.6403427682935987,-1.854115772938417,-2.13885511558938
1.962,-1.2141880760088313,-1.3478210130147334,-1.6535792721997546,-1.8701188757788354,-2.158707190880939
1.964,-1.2227647737288725,-1.3574941480066762,-1.6669516608987358,-1.8863002371278357,-2.178799999908974
1.966,-1.2314129218192034,-1.3672553860470185,-1.680461506581727,-1.9026621192847237,-2.1991368929155013
1.968,-1.2401331455615874,-1.3771056014219978,-1.694110401580326,-1.9192068164478737,-2.219721272149388
1.97,-1.2489260766318306,-1.3870456779830747,-1.7078999586595844,-1.9359366552263957,-2.2405565927900746
1.972,-1.2577923531730248,-1.3970765092706119,-1.721831811315828,-1.9528539951610022,-2.261646363890579
1.974,-1.2667326198696414,-1.4071989986391766,-1.7359076140791585,-1.9699612292545852,-2.282994149340328
1.976,-1.2757475280225539,-1.417414059384574,-1.7501290428211185,-1.9872607845124144,-2.304603568848383
1.978,-1.2848377356250884,-1.427722614872609,-1.7644977950672351,-2.0047551224925524,-2.3264782989475696
1.98,-1.2940039074399259,-1.4381255986695947,-1.7790155903147096,-2.0224467398663672,-2.3486220740202395
1.982,-1.3032467150771212,-1.448623954674619,-1.793684170355573,-2.0403381689897233,-2.371038687346143
1.984,-1.312566837072974,-1.4592186372536629,-1.8085052996049533,-2.0584319784848013,-2.3937319921731564
1.986,-1.321964958970008,-1.469910611375533,-1.8234807654349414,-2.0767307738330274,-2.416705902811503
1.988,-1.3314417733979496,-1.4807008527496832,-1.8386123785140718,-2.095237197979309,-2.4399643957522072
1.99,-1.340997980155694,-1.4915903479659027,-1.8539019731524626,-2.1139539319478455,-2.4635115108103918
1.992,-1.3506342862943999,-1.5025800946359977,-1.8693514076527946,-2.1328836954698707,-2.4873513522943798
1.994,-1.3603514062016142,-1.5136711015373963,-1.8849625646672297,-2.1520292476234775,-2.511488090201156
1.996,-1.3701500616864273,-1.5248643887587654,-1.900737351560591,-2.171393387486151,-2.5359259614392453
1.998,-1.3800309820658625,-1.53616098784767,-1.916677700779421,-2.1909789547998675,-2.5606692710796364
2.0,-1.3899949042522426,-1.5475619419603148,-1.9327855702276955,-2.2107888306495798,-2.585722393635839
2.002,-1.4000425728417727,-1.5590683060133248,-1.9490629436490134,-2.230825938155143,-2.611089774373896
2.004,-1.410174740204237,-1.5706811468377821,-1.9655118310152384,-2.25109324317706,-2.6367759306533287
2.0060000000000002,-1.4203921665739208,-1.5824015433353378,-1.9821342689221155,-2.2715937550364997,-2.6627854533000357
2.008,-1.4306956201415626,-1.5942305866365756,-1.998932320991812,-2.292330527250097,-2.689123008012311
2.01,-1.4410858771477404,-1.6061693802616774,-2.0159080782823744,-2.3133066582795947,-2.7157933368008758
2.012,-1.4515637219772994,-1.6182190402833148,-2.033063659704838,-2.3345252922970343,-2.7428012594641906
2.0140000000000002,-1.4621299472550506,-1.630380695491887,-2.050401212447464,-2.3559896199658112,-2.7701516751003297
