freq_GHz,S11_dB_0pct,S11_dB_5pct,S11_dB_10pct,S11_dB_15pct,S11_dB_20pct
1.6320000000000001,-0.9055928828639342,-0.9620312578064155,-1.141979582082754,-1.2265841730580243,-1.3667415425452645
1.634,-0.9129460551214735,-0.9701712694463309,-1.152959539213609,-1.2387681992405695,-1.3811693212960672
1.6360000000000001,-0.9203882066706913,-0.9784125248279367,-1.1640913007048301,-1.251124311873336,-1.3958118527742363
1.638,-0.9279204222865987,-0.9867563360289298,-1.175376911744101,-1.2636551123076436,-1.4106726942855528
1.6400000000000001,-0.9355438017514814,-0.9952040346905058,-1.1868184469176297,-1.2763632466165742,-1.4257554699318884
1.642,-0.9432594600822728,-1.0037569723418103,-1.198418010812745,-1.289251406482008,-1.4410638719967197
1.6440000000000001,-0.9510685277618315,-1.0124165207306113,-1.210177738643186,-1.302322330102026,-1.4566016623622202
1.646,-0.9589721509738545,-1.0211840721598844,-1.2220997968947682,-1.315578803119875,-1.4723726739589726
1.648,-0.9669714918418936,-1.0300610398305805,-1.2341863839946439,-1.3290236595746616,-1.4883808122489262
1.65,-0.9750677286721834,-1.0390488581906754,-1.246439731003314,-1.342659782874629,-1.5046300567424242
1.652,-0.9832620562005924,-1.0481489832903876,-1.258862102330339,-1.3564901067933417,-1.5211244625506612
1.654,-0.9915556858437204,-1.0573628931445085,-1.2714557964752218,-1.3705176164896788,-1.5378681619737482
1.656,-0.9999498459540569,-1.0666920881007242,-1.2842231467931506,-1.384745349552119,-1.554865366126044
1.658,-1.008445782079669,-1.0761380912153957,-1.297166522286829,-1.3991763970679305,-1.5721203665992847
1.66,-1.0170447572279824,-1.0857024486357707,-1.3102883284251452,-1.4138139047180718,-1.5896375371647848
1.662,-1.025748052134236,-1.0953867299895292,-1.3235910079892723,-1.42866107389833,-1.6074213355155855
1.664,-1.0345569655343236,-1.105192528781608,-1.3370770419464613,-1.4437211628675657,-1.625476305049821
1.666,-1.043472814442378,-1.1151214627985389,-1.3507489503532741,-1.4589974879236287,-1.643807076696149
1.668,-1.0524969344329695,-1.1251751745197272,-1.3646092932876928,-1.474493424607914,-1.6624183707827467
1.67,-1.0616306799282207,-1.1353553315372873,-1.3786606718115058,-1.49021240893894,-1.6813149989508782
1.672,-1.0708754244897496,-1.1456636269832086,-1.3929057289635987,-1.5061579386762483,-1.7005018661142128
1.674,-1.080232561115693,-1.1561017799646194,-1.4073471507847157,-1.522333574614894,-1.7199839724652937
1.676,-1.0897035025427346,-1.1666715360073605,-1.4219876673740979,-1.5387429419118916,-1.7397664155305832
1.678,-1.0992896815535225,-1.177374667508063,-1.4368300539788528,-1.5553897314449647,-1.7598543922751608
1.68,-1.108992551289198,-1.1882129741943497,-1.4518771321169228,-1.572277701204852,-1.780253201258799
1.682,-1.1188135855675503,-1.1991882835942516,-1.467131770733498,-1.5894106777218235,-1.8009682448447304
1.684,-1.1287542792065686,-1.2103024515144303,-1.4825968873925552,-1.6067925575275934,-1.822005031462703
1.686,-1.1388161483536983,-1.221557362527244,-1.498275449502934,-1.6244273086532315,-1.843369177927827
1.688,-1.149000730820992,-1.2329549304675624,-1.5141704755804897,-1.6423189721644507,-1.8650664118170424
1.69,-1.159309586425967,-1.2444970989387996,-1.5302850365460041,-1.6604716637348436,-1.8871025739046838
1.692,-1.1697442973386056,-1.2561858418288196,-1.546622257060547,-1.678889575258562,-1.9094836206590693
1.694,-1.1803064684344855,-1.2680231638356805,-1.5631853168972474,-1.697576976503121,-1.9322156268019413
1.696,-1.1909977276542425,-1.2800111010037627,-1.5799774523515817,-1.7165382168036087,-1.9553047879326075
1.698,-1.2018197263693624,-1.2921517212700366,-1.5970019576893804,-1.7357777267994496,-1.978757423218847
1.7,-1.2127741397546101,-1.3044471250210639,-1.6142621866339129,-1.7553000202147917,-2.002579978156604
1.702,-1.2238626671671433,-1.316899445660937,-1.6317615538920613,-1.7751096956837036,-2.026779027400594
1.704,-1.2350870325325358,-1.3295108501901733,-1.6495035367200104,-1.7952114386215983,-2.0513612776681605
1.706,-1.246448984737671,-1.3422835397961506,-1.6674916765292562,-1.8156100231439138,-2.07633357071861
1.708,-1.2579502980309347,-1.355219750454871,-1.6857295805328794,-1.836310314033427,-2.101702886410493
1.71,-1.2695927724297251,-1.3683217535449985,-1.7042209234331076,-1.8573172687576964,-2.1274763458393275
1.712,-1.2813782341353575,-1.381591856473604,-1.7229694491497822,-1.8786359395379013,-2.1536612145585514
1.714,-1.2933085359557572,-1.3950324033147685,-1.741978972590971,-1.9002714754705212,-2.1802649058861516
1.716,-1.3053855577358684,-1.4086457754605592,-1.7612533814654376,-1.9222291247031689,-2.207294984300196
1.718,-1.3176112067962014,-1.422434392285332,-1.780796638137914,-1.9445142366666883,-2.234759168925912
1.72,-1.3299874183795037,-1.4364007118228883,-1.8006127815270843,-1.96713226436438,-2.262665337117767
1.722,-1.3425161561058667,-1.4505472314579992,-1.8207059290472798,-1.990088766720378,-2.291021528139593
1.724,-1.3551994124364328,-1.4648764886308792,-1.8410802785934266,-2.0133894109889465,-2.3198359469461503
1.726,-1.3680392091458997,-1.479391061557074,-1.861740110570752,-2.0370399752262953,-2.3491169680699815
1.728,-1.3810375978040157,-1.4940935699611237,-1.8826897899687465,-2.061046350826588,-2.3788731396169362
1.73,-1.3941966602663287,-1.5089866758254282,-1.9039337684802717,-2.085414545124458,-2.4091131873744813
1.732,-1.4075185091744025,-1.5240730841547214,-1.9254765866663461,-2.110150684065636,-2.43984601903683
1.734,-1.421005288465669,-1.5393555437557502,-1.9473228761666457,-2.135261014947752,-2.471080728551388
1.736,-1.4346591738932368,-1.5548368480339585,-1.9694773619570487,-2.1607519092336025,-2.5028266005904776
1.738,-1.4484823735558612,-1.5705198358052601,-1.9919448646538358,-2.186629865438991,-2.535093115153739
1.74,-1.4624771284383251,-1.5864073921261537,-2.014730302865619,-2.2129015120972295,-2.567889952305651
1.742,-1.4766457129624606,-1.6025024491403816,-2.037838695593854,-2.2395736108030544,-2.6012269970536623
1.744,-1.4909904355492234,-1.6188079869432106,-2.061275164682237,-2.26665305933808,-2.6351143443721576
1.746,-1.5055136391918424,-1.6353270344647106,-2.085044937315467,-2.2941468948805754,-2.669562304378271
1.748,-1.5202177020406276,-1.6520626703706847,-2.109153348568992,-2.322062297302103,-2.704581407665298
1.75,-1.5351050379994422,-1.6690180239837538,-2.1336058440097827,-2.350406592554002,-2.740182410800242
1.752,-1.5501780973344212,-1.686196276223257,-2.1584079823493623,-2.379187256146507,-2.776376301992186
1.754,-1.5654393672949296,-1.703600660565857,-2.1835654381501985,-2.408411916723547,-2.813174306938311
1.756,-1.5808913727475284,-1.721234464026535,-2.2090840045862437,-2.438088359736529,-2.850587894855216
1.758,-1.5965366768227298,-1.7391010281609125,-2.234969596258844,-2.468224531220444,-2.888628784703205
1.76,-1.6123778815753786,-1.7572037500894477,-2.261228252069649,-2.4988285416757314,-2.927308951611738
1.762,-1.6284176286587473,-1.775546083543651,-2.2878661381510756,-2.529908670059541,-2.9666406335149302
1.764,-1.6446586000127792,-1.794131539935855,-2.3148895508565492,-2.561473367890568,-3.0066363380059014
1.766,-1.661103518566838,-1.8129636894520167,-2.3423049198118457,-2.5935312634710734,-3.047308849420067
1.768,-1.677755148957453,-1.8320461621691608,-2.370118811028796,-2.6260911662305886,-3.0886712361572437
1.77,-1.6946162982613002,-1.8513826491973497,-2.3983379300838994,-2.659162071195885,-3.1307368582534743
1.772,-1.7116898167439834,-1.8709769038475341,-2.426969125363067,-2.6927531635916804,-3.173519375214051
1.774,-1.7289785986249575,-1.8908327428257725,-2.456019391375422,-2.726873823577124,-3.2170327541196486
1.776,-1.7464855828590928,-1.9109540474542857,-2.4854958721375144,-2.7615336311234366,-3.261291278018449
1.778,-1.76421375393533,-1.9313447649202578,-2.5154058646310133,-2.7967423710379697,-3.3063095546177177
1.78,-1.7821661426928492,-1.9520089095535886,-2.545756822336407,-2.8325100381406347,-3.3521025252889802
1.782,-1.8003458271553598,-1.9729505641338887,-2.576556358845053,-2.868846842598879,-3.3986854744022805
1.784,-1.81875593338382,-1.9941738812276872,-2.6078122515531788,-2.9057632154274984,-3.446074039005102
1.786,-1.8373996363484313,-2.015683084556959,-2.639532445440618,-2.9432698141603364,-3.4942842188633128
1.788,-1.856280160820011,-2.0374824703998815,-2.67172505693777,-2.9813775287009197,-3.5433323868819917
1.79,-1.8754007822817889,-2.0595764090241166,-2.7043983778845764,-3.0200974873598296,-3.593235299925163
1.792,-1.8947648278617633,-2.0819693461550366,-2.7375608795851636,-3.05944106308685,-3.644010110054932
1.794,-1.9143756772865703,-2.104665804478168,-2.7712212169624815,-3.0994198799064376,-3.6956743762112554
1.796,-1.9342367638571811,-2.127670385178348,-2.805388232817257,-3.1400458195655605,-3.748246076355379
1.798,-1.9543515754473948,-2.15098776951609,-2.8400709621961995,-3.1813310284037826,-3.801743620101065
1.8,-1.974723655525393,-2.17462272044201,-2.8752786368739596,-3.2232879244554207,-3.856185861859351
1.802,-1.9953566041994077,-2.198580084251524,-2.9110206899547664,-3.2659292047950506,-3.911592114524263
1.804,-2.016254079288054,-2.2228647922800966,-2.947306760599141,-3.309267853137406,-3.9679821637283985
1.806,-2.037419797415843,-2.2474818626406967,-2.9841466988815233,-3.3533171477043586,-4.02537628269935
1.808,-2.058857535135172,-2.272436402005104,-3.021550570785676,-3.3980906693715953,-4.083795247749753
1.81,-2.0805711300749214,-2.2977336074297705,-3.059528663344326,-3.4436023101089948,-4.143260354435827
1.812,-2.102564482116985,-2.3233787682287965,-3.0980914899304968,-3.4898662817292476,-4.203793434421493
1.814,-2.1248415546012662,-2.3493772678944884,-3.137249795707968,-3.536897124960581,-4.265416873087579
1.816,-2.1474063755601023,-2.3757345860676233,-3.177014563249516,-3.5847097188598216,-4.328153627928053
1.818,-2.170263038983097,-2.402456300559436,-3.2173970183309377,-3.6333192905838145,-4.392027247777853
1.82,-2.1934157061130035,-2.4295480894261825,-3.2584086359108317,-3.6827414255378694,-4.457061892919886
1.822,-2.216868606773997,-2.4570157330989706,-3.3000611463052687,-3.732992077921342,-4.523282356121754
1.824,-2.2406260407330323,-2.48486511657031,-3.3423665415682007,-3.784087581691735,-4.590714084655795
1.826,-2.264692379095347,-2.5131022316396505,-3.38533708208847,-3.836044661970072,-4.659383203359877
1.828,-2.289072065735381,-2.5417331792197713,-3.4289853034151774,-3.8888804469119926,-4.72931653879959
1.83,-2.313769618763886,-2.570764171706201,-3.4733240233237983,-3.942612480070251,-4.800541644596705
1.832,-2.338789632032649,-2.600201535412234,-3.518366349136521,-3.99725873327663,-4.873086827992819
1.834,-2.3641367766777726,-2.630051713071859,-3.564125685310629,-4.052837620072521,-4.946981177721285
1.836,-2.3898158027029566,-2.66032126641268,-3.6106157413100046,-4.109368009719876,-5.022254593265513
1.838,-2.415831540603843,-2.691016878802235,-3.657850539775594,-4.16686924182624,-5.098937815586471
1.84,-2.4421889030347854,-2.722145357969532,-3.7058444250119518,-4.225361141619824,-5.1770624594073595
1.842,-2.468892886519577,-2.753713638805804,-3.7546120718074665,-4.284864035913177,-5.25666104714913
1.844,-2.4959485732071442,-2.785728786246401,-3.8041684946077146,-4.345398769796559,-5.33776704461621
1.846,-2.5233611326741845,-2.8181979982376864,-3.8545290570622543,-4.406986724105177,-5.420414898537946
1.848,-2.551135823775767,-2.851128608792223,-3.905709481966398,-4.469649833707294,-5.504640076077702
1.85,-2.5792779965458013,-2.8845280911353517,-3.9577258616211615,-4.533410606663722,-5.5904791064282975
1.8519999999999999,-2.607793094148852,-2.9184040609473016,-4.0105946686360285,-4.598292144312742,-5.677969624619534
1.854,-2.6366866548850525,-2.952764279704436,-4.064332767200573,-4.664318162338247,-5.767150417670819
1.8559999999999999,-2.66596431424976,-2.987616658123775,-4.118957424852988,-4.731513012883069,-5.858061473229393
1.858,-2.6956318070500362,-3.022969259715029,-4.174486324775459,-4.799901707774313,-5.950744030842964
1.8599999999999999,-2.7256949695794845,-3.0588303044446254,-4.23093757864776,-4.8695099429313515,-6.045240636022587
1.862,-2.7561597418538177,-3.0952081725166347,-4.288329740093579,-4.940364124033617,-6.141595197261044
1.8639999999999999,-2.7870321699088456,-3.1321114082752235,-4.346681818755313,-5.012491393529722,-6.2398530461786645
1.866,-2.818318408163302,-3.1695487242343034,-4.406013295036394,-5.085919659076446,-6.3400610009781655
1.8679999999999999,-2.850024721848539,-3.2075290052394703,-4.466344135552324,-5.160677623501768,-6.4422674333963
1.87,-2.882157489507706,-3.246061312768458,-4.5276948093349265,-5.236794816394152,-6.54652233934932
1.8719999999999999,-2.914723205566215,-3.285154889375897,-4.590086304836768,-5.3143016274268104,-6.6528774134743305
1.874,-2.9477284829769608,-3.3248191632891677,-4.653540147787006,-5.393229341535044,-6.7613861277762854
1.876,-2.981180055941911,-3.365063753161917,-4.718078419952392,-5.473610176072546,-6.872103814593357
1.8780000000000001,-3.0150847827136706,-3.405898472992664,-4.7837237788620115,-5.5554773200833285,-6.98508775409797
1.88,-3.049449648479249,-3.447333337215919,-4.850499478557862,-5.638864975835277,-7.100397266549808
1.8820000000000001,-3.0842817683294914,-3.48937856597416,-4.918429391438447,-5.723808402773674,-7.218093809516365
1.884,-3.1195883903170234,-3.5320445905787863,-4.987538031266805,-5.810343964064359,-7.338241080268658
1.8860000000000001,-3.155376898606177,-3.5753420591694764,-5.057850577420582,-5.898509175910465,-7.460905123550195
1.888,-3.1916548167181253,-3.6192818425811106,-5.1293929004664784,-5.98834275984003,-7.586154444898051
1.8900000000000001,-3.2284298108751104,-3.6638750404286218,-5.202191589148669,-6.079884698178618,-7.714060129670869
1.892,-3.265709693447228,-3.709132987420235,-5.2762739788865645,-6.173176292936868,-7.844695967901485
1.8940000000000001,-3.3035024265060158,-3.7550672599106028,-5.351668181885575,-6.2682602283626165,-7.978138585044916
1.896,-3.341816125488704,-3.801689682705583,-5.42840311897154,-6.365180637426018,-8.114467578626698
1.8980000000000001,-3.3806590629777906,-3.8490123361316537,-5.50650855326916,-6.46398317252919,-8.253765660714114
1.9,-3.4200396726002307,-3.897047563383106,-5.586015125853131,-6.564715080754339,-8.396118806022226
1.9020000000000001,-3.4599665530512995,-3.9458079781616675,-5.6669543935120466,-6.667425283991354,-8.541616405328734
1.904,-3.5004484722479585,-3.995306472623352,-5.749358868775223,-6.7721644643125645,-8.69035142369141
1.9060000000000001,-3.5414943716172944,-4.0455562256490545,-5.833262062365883,-6.878985154994208,-8.842420562737953
1.908,-3.583113370525379,-4.0965707114556125,-5.918698528256474,-6.987941837615788,-8.997924426010023
1.9100000000000001,-3.625314770852715,-4.148363708565884,-6.005703911517344,-7.099091045706016,-9.156967685985343
1.912,-3.6681080617222266,-4.200949309156882,-6.094314999165098,-7.212491475441519,-9.319659250947096
1.9140000000000001,-3.7115029243866653,-4.2543419288068645,-6.184569774235337,-7.32820410394865,-9.486112429304141
1.916,-3.755509237282043,-4.308556316663008,-6.276507473322486,-7.446292315802985,-9.656445088251909
1.918,-3.800137081254682,-4.363607566053196,-6.370168647851698,-7.566822038372852,-9.830779802775275
1.92,-3.8453967449694515,-4.419511125566665,-6.465595229369528,-7.6898618867055095,-10.009243989878414
1.922,-3.8912987305074296,-4.476282810630108,-6.562830599166554,-7.8154833187143655,-10.191970021534242
1.924,-3.937853759161624,-4.533938815607314,-6.661919662572195,-7.943760801487871,-10.37909530810217
1.926,-3.9850727774398678,-4.592495726452781,-6.76290892829313,-8.074771989608582,-10.570762341782622
1.928,-4.032966963284667,-4.651970533951086,-6.865846593200381,-8.20859791644354,-10.76711868694999
1.93,-4.081547732520169,-4.712380647576817,-6.970782633007567,-8.345323199444593,-10.968316900792505
1.932,-4.130826745537094,-4.773743910011435,-7.077768899324232,-8.485036260579676,-11.174514363416378
1.934,-4.180815914227363,-4.836078612356409,-7.186859223613698,-8.62782956310245,-11.385872991223865
1.936,-4.231527409180299,-4.899403510084803,-7.298109528635739,-8.773799865958951,-11.60255880067835
1.938,-4.2829736671538,-4.963737839776054,-7.411577948010434,-8.923048497223,-11.82474128118415
1.94,-4.3351673988338675,-5.029101336682075,-7.527324954601759,-9.075681648048029,-12.052592525310057
1.942,-4.3881215968973795,-5.0955142531764785,-7.645413498489411,-9.231810688717275,-12.286286051448009
1.944,-4.441849544393558,-5.1629973781417675,-7.765909155373532,-9.391552508466077,-12.52599523757562
1.946,-4.496364823460706,-5.231572057354493,-7.88888028634404,-9.555029880834024,-12.771891264293133
1.948,-4.5516813243956245,-5.30126021493119,-8.01439821004109,-9.722371856374952,-13.024140439783018
1.95,-4.607813255094783,-5.372084375904286,-8.142537388341701,-9.89371418460307,-13.282900747673626
1.952,-4.664775150886618,-5.444067690000846,-8.273375626825718,-10.069199767071064,-13.548317419690877
1.954,-4.722581884776735,-5.517233956703629,-8.406994291409692,-10.248979143448304,-13.820517287045089
1.956,-4.781248678127957,-5.591607651679309,-8.543478542687387,-10.43321101237389,-14.09960160629396
1.958,-4.840791111799955,-5.667213954665444,-8.682917589683614,-10.622062788674233,-14.38563698570017
1.96,-4.901225137773395,-5.744078778915115,-8.825404964918825,-10.815711198224134,-14.678643956201434
1.962,-4.962567091286559,-5.822228802305515,-8.971038822894274,-11.014342911245382,-14.978582637608111
1.964,-5.024833703513112,-5.9016915002254065,-9.119922264348434,-11.218155214116665,-15.285334848512298
1.966,-5.088042114812396,-5.98249518036582,-9.272163688905565,-11.427356718727236,-15.598681904796152
1.968,-5.152209888585424,-6.06466901954796,-9.427877179043483,-11.642168106932093,-15.918277260740654
1.97,-5.217355025772024,-6.148243102733318,-9.587182918652605,-11.8628229056057,-16.243613093932634
1.972,-5.283495980026826,-6.233248464373596,-9.750207649848438,-12.089568284939665,-16.573979962862403
1.974,-5.35065167361514,-6.319717132270348,-9.917085172141578,-12.322665868712503,-16.908418841384705
1.976,-5.418841514071126,-6.407682174129333,-10.087956888569147,-12.562392539901,-17.245665257455222
1.978,-5.488085411665597,-6.497177747009667,-10.262972403957328,-12.809041217702662,-17.584086075459375
1.98,-5.558403797732021,-6.5882391498863875,-10.442290181126788,-13.062921572109719,-17.92161084264142
1.982,-5.629817643904539,-6.680902879562417,-10.626078261578103,-13.324360628690705,-18.255661771566444
1.984,-5.702348482324091,-6.7752066901888055,-10.814515058017811,-13.59370319793366,-18.583089515660618
1.986,-5.776018426874119,-6.871189656673646,-11.007790227014716,-13.8713120386618,-18.900125918555027
1.988,-5.850850195510423,-6.9688922422867625,-11.20610563112741,-14.157567631304742,-19.20236952197575
1.99,-5.926867133755546,-7.068356370794544,-11.409676401027241,-14.452867390995115,-19.484823806475415
1.992,-6.004093239432406,-7.169625503491577,-11.618732109470045,-14.757624088196991,-19.74201004285529
1.994,-6.0825531887176805,-7.272744721528869,-11.83351807045608,-15.072263159931168,-19.968173540486294
1.996,-6.1622723636012005,-7.377760813978449,-12.054296778567723,-15.397218479603353,-20.157591137384905
1.998,-6.243276880844552,-7.484722372114815,-12.281349505288524,-15.732925997166252,-20.30496761182999
2.0,-6.325593622538136,-7.593679890442997,-12.51497807108015,-16.079814449492893,-20.40588166753702
2.002,-6.409250268364243,-7.704685875053712,-12.755506814091348,-16.438292054680407,-20.457215864865166
2.004,-6.494275329681302,-7.817794959946626,-13.003284778547137,-16.808727719826614,-20.457490868092375
2.0060000000000002,-6.5806981855537305,-7.9330640320267385,-13.258688148010897,-17.19142478110151,-20.407032845780808
2.008,-6.668549120861174,-8.05055236555396,-13.522122950665018,-17.586584626467893,-20.307935662553454
2.01,-6.7578593666310915,-8.17032176690673,-13.794028065235137,-17.994256697783715,-20.16382667853729
2.012,-6.848661142750256,-8.292436730613762,-14.074878556762025,-18.414270322022844,-19.97948877726425
2.0140000000000002,-6.940987703223099,-8.416964607710938,-14.365189370410548,-18.84614262435126,-19.760415796071033
2.016,-7.034873384157922,-8.543975787598848,-14.66551940784003,-19.288955586917986,-19.512378104671242
2.018,-7.130353654676657,-8.673543894705965,-14.976476002687328,-19.741194523928186,-19.241055248248177
2.02,-7.227465170959589,-8.805746001413297,-15.29871979689328,-20.200540653491718,-18.951764823331434
2.0220000000000002,-7.326245833654284,-8.940662858863952,-15.632969993993413,-20.66361356737631,-18.64929160999407
2.024,-7.426734848896049,-9.0783791474734,-15.980009923008094,-21.12566775529975,-18.33780411908023
2.026,-7.52897279320857,-9.218983749172338,-16.340692777759507,-21.580264586626523,-18.020837885779066
2.028,-7.6330016825756175,-9.362570043663057,-16.715947286613453,-22.018971346335007,-17.70132389822289
2.0300000000000002,-7.738865045999171,-9.509236231252453,-17.10678289382448,-22.431183696655687,-17.381643553266862
